Parent,Child,Block,Trial,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1188p,1188c,Block 2,Trial 4,0.2478683974615003,0.38265913432298854,0.5054847461271433,,,,0.3127342158003409,,0.44484762427862934,0.38630081821099616
1188p,1188c,Block 3,Trial 1,0.3671277652066493,0.354117290456972,0.3551581599062576,0.34885402085135037,,,0.42698794262967454,0.3828697970449537,0.34699756817441585,
1188p,1188c,Block 3,Trial 2,0.3309899441004782,,0.22724943227974784,0.40143257123243387,,0.2509456879479519,,,0.42421717821728,0.39471993729522636
1188p,1188c,Block 3,Trial 3,0.3853548910521652,0.43280766516936453,0.36568975497769973,0.2939677644355814,0.3762467281954989,0.33906392074018676,0.38236657626988724,0.3093327110796753,0.4474653250305667,0.5155369196392265
1188p,1188c,Block 3,Trial 4,0.38789592295475617,0.24734831586121397,0.29237089284128503,0.277497861467662,0.33749834333367645,0.20250547414162573,0.22359630825579416,0.3442647828492097,0.36461972061653997,
1189p,1189c,Block 1,Trial 1,0.4214314547831552,,,,0.2644740837320399,0.2609863810977606,0.3444250326448688,0.43025460440762936,0.33374704192255517,
1189p,1189c,Block 1,Trial 2,0.22296739887665926,,,,,0.4656920516040814,,0.3669872847836694,0.280851242285624,0.3952311656581667
1189p,1189c,Block 1,Trial 3,0.3918074435255774,,,,,0.2837915537972206,,0.29117305830010304,0.3826164934509689,0.42785474878876106
1189p,1189c,Block 1,Trial 4,,,,,,0.39835059168369075,,0.35031841173596534,0.2920713405967169,0.39803247170905276
1189p,1189c,Block 2,Trial 1,,,,,,0.34825629645641615,0.3221477683513895,0.5174523864519621,0.5150940399762813,0.5419133536475055
1189p,1189c,Block 2,Trial 2,,,,,,,,0.33174900671343255,0.28627547350637295,0.3474758395035241
1189p,1189c,Block 2,Trial 3,,0.34955511571735537,0.39427738883383634,,,0.36326968956727895,,0.29892009946459563,0.41344909443943345,0.2711882955705294
1189p,1189c,Block 2,Trial 4,,,,,0.32249786770658084,0.41142284798978246,0.19864918986300814,0.28842923318746333,0.2572107235669802,0.250465684228994
1189p,1189c,Block 3,Trial 1,0.26056418102658363,0.316401050684672,0.34989885645985114,,0.2921786016224773,0.2804372901714542,0.1593250920618838,0.3446360596921573,0.2916807498791109,0.31731609036224184
1189p,1189c,Block 3,Trial 2,,,,,,0.3530327411094003,,,0.3209458619579883,0.31645241734452895
1189p,1189c,Block 3,Trial 3,,,0.35197658801957843,0.27917963620673986,,0.43215813594795377,0.5038819904905917,0.3329078823139319,0.27432912001254156,
1189p,1189c,Block 3,Trial 4,,,,,,,,0.5915316195351403,0.37215768405629834,0.43580301156588686
1190p,1190c,Block 1,Trial 1,,,,,,,,0.3670470676191732,,
1190p,1190c,Block 1,Trial 2,0.4382689767831288,0.28705803158579757,0.2815833998576331,,,,0.3916939939681246,0.3559244866546186,,0.31134439827749005
1190p,1190c,Block 1,Trial 3,0.2505181415860674,0.2858613095178534,,0.35150788589703796,,0.32067047253313846,,0.36065823501410327,,0.2277906982107218
1190p,1190c,Block 1,Trial 4,,0.3310026030932851,,,,,,0.3230891324253788,,0.3803575679629395
1190p,1190c,Block 2,Trial 1,0.5423670762076821,0.41851212364395834,,,,0.4979515233912515,0.5119104204430054,0.38091446686740715,,0.26461163399717996
1190p,1190c,Block 2,Trial 2,0.4833207426068732,0.30601113872366337,0.518565458432146,0.45218575334524996,0.3864961899307971,0.357418395793645,0.4697779948659724,0.3624013010057774,0.3090484336356451,0.38645381664707057
1190p,1190c,Block 2,Trial 3,0.3401371830989717,0.25482187638389125,,0.39439498054365313,,0.45969433643510554,0.3297192852249297,0.38128606274114485,,
1190p,1190c,Block 2,Trial 4,0.31517150209244676,0.4512776936197944,,,,,,0.32655845500227976,,
1190p,1190c,Block 3,Trial 1,,,,,,,,0.3175552341827793,,0.340054289169938
1190p,1190c,Block 3,Trial 2,0.2625297859295284,0.3618829535226802,,,,,0.2322208060845345,0.2849017583823962,,0.3639928752955251
1190p,1190c,Block 3,Trial 3,0.44287460314071625,0.24399851253619184,,,,0.31377683926486877,0.2446005328843876,0.2342415677772042,,
1190p,1190c,Block 3,Trial 4,0.35950880217298536,0.3979170647776416,,,,,,0.3529396481326339,,
1193p,1193c,Block 1,Trial 1,0.35393105793970797,0.32910772494088397,0.3317037738943913,0.3761074502467177,0.33052540391943064,,,0.364387537540357,0.25582525293027975,0.2711339656789556
1193p,1193c,Block 1,Trial 2,,0.30449577100207337,0.5032792034192326,0.3442722586051378,0.4160526679711684,0.47957784949597737,0.4123835630716749,0.4532612244912845,0.3865082021718653,0.32658474579418206
1193p,1193c,Block 1,Trial 3,0.35629472693996933,0.2854196693419284,0.26782235084350203,0.3625993908279076,0.20462214857750494,0.2716982680818075,,,0.1892029778897381,0.4349037865449781
1193p,1193c,Block 1,Trial 4,0.2502651835814211,0.21114444716435168,0.30980950155771947,0.2092632124988246,0.3739585602258263,,,0.2885367890943062,0.2993402011232585,0.24667637097903916
1193p,1193c,Block 2,Trial 1,,,,0.44259895673791017,,0.33133685978946525,,0.4027024419316687,0.3651551833138284,
1193p,1193c,Block 2,Trial 2,0.4680509321445821,0.3580500965858937,,,,,,,0.36021588822017153,0.36122642652418285
1193p,1193c,Block 2,Trial 3,,,0.5573324886390512,0.5510119485687943,0.4640618189530944,0.4982195958544273,0.42485147709002197,0.3623214720446081,0.18182046543776764,0.4003645010699556
1193p,1193c,Block 2,Trial 4,,,0.3139427404575051,,0.38042349493643696,0.4059362774581411,,0.34955199722163416,0.4129623238838117,0.4511846266377155
1193p,1193c,Block 3,Trial 1,,,0.29798443866933977,0.31808986709067977,0.3869852861207299,,0.48280514736731633,0.2087973451926997,0.39536669106811956,0.3213347517152133
1193p,1193c,Block 3,Trial 2,,0.3226216898746572,0.2752054060386208,,,0.2829398701190544,0.2843604051481475,0.2706529046007667,0.30971535604886025,0.5146257028970553
1193p,1193c,Block 3,Trial 3,0.40988515076030174,0.4684437523743405,0.47869400245607824,,,,,,0.47739848263522106,0.4699456466286859
1193p,1193c,Block 3,Trial 4,0.4911214944664108,0.37070580295898303,0.23489010507598584,,0.305105328349257,,,0.4353302484555337,0.2627999761191033,0.1696801289770125
1194p,1194c,Block 1,Trial 1,,,0.4132276737405327,,0.4814801085665652,0.3195429400879596,0.283079489280727,0.2836333488301671,0.40377971229577836,
1194p,1194c,Block 1,Trial 2,0.36233056169622513,0.40607824342572096,,,,0.26205709073689604,0.2951483233581332,0.2874877253492939,0.23590835988020462,0.31234397070314074
1194p,1194c,Block 1,Trial 3,,0.21417158983408754,,,0.3130637986030334,0.3670079602494009,0.36955950844849866,0.3750063946096453,0.38763121217636665,0.24570303450813955
1194p,1194c,Block 1,Trial 4,,0.27351396538596107,0.47260207920995684,0.37302799033723427,0.30410071344859896,0.4159096215831784,0.40141882019348146,0.3319341992413465,0.2885335366860967,0.30256744973517147
1194p,1194c,Block 2,Trial 1,0.4739867637732976,0.3187795660867597,0.3704992000670787,0.40435752986272244,,0.3337285480991344,,0.3182987379744152,0.5825473187505407,0.40537089272431304
1194p,1194c,Block 2,Trial 2,0.3853584068338533,0.22016843399067632,,,,0.4763492375377514,,0.5153308591493584,0.4944835471239469,0.3700653733840762
1194p,1194c,Block 2,Trial 3,0.42816654827711975,,,,0.33879277818436765,0.28278205674198303,,0.3136287617684919,0.4381096880560121,0.34937205764767904
1194p,1194c,Block 2,Trial 4,,0.5394752613012984,0.2948518965656305,0.39072806045819203,0.3750217386971979,0.46993324742697534,0.425256023158672,0.3259705561369173,0.30750699043918395,
1194p,1194c,Block 3,Trial 1,,0.41128906528949893,0.3649469037802367,,0.3340503862222348,0.3766904216401471,0.29913551400721605,0.3707159046068923,0.3766168146844058,0.19511274948382645
1194p,1194c,Block 3,Trial 2,0.2546781043793945,0.19836072847202565,0.36976176166164515,,,0.3442960571633759,0.3592976053465773,0.4331818660535413,0.3132550709506341,
1194p,1194c,Block 3,Trial 3,0.2535253245098349,0.3574327916167181,0.29017187705942393,0.2554811999004941,,0.2111959925442022,0.20741135481913422,0.38372093292712633,0.2721516227468007,0.3500478113496029
1194p,1194c,Block 3,Trial 4,,,0.27743175064320547,,0.4048513998357063,0.388412322740339,0.4446890464275428,0.42032118363698967,0.3333034802654402,0.22818519076732696
1195p,1195c,Block 1,Trial 1,0.3838059051881232,0.314143348459921,0.5074921351291309,0.4969347414575154,0.3622274227018106,0.21975949650252002,0.2544290707845661,0.3742534961906055,0.2627262042263574,0.293944476109486
1195p,1195c,Block 1,Trial 2,0.29685712685841686,,0.36740738367896286,0.454481509281584,0.39007048810400263,0.3291690198058966,,0.2675200652740514,0.3569856497829741,0.18558750502818916
1195p,1195c,Block 1,Trial 3,0.2810066343260209,0.2668961520102288,0.4176470473862445,0.17909729215336515,0.2486866680338117,0.5093754975125481,0.43985119479553203,0.49773304532514545,0.42426942466461043,0.40451007235136455
1195p,1195c,Block 1,Trial 4,0.44698157501684166,0.3916993825389942,0.472551502362422,,,0.45580172964298904,,0.27067129673714285,0.41776984365048364,
1195p,1195c,Block 2,Trial 1,0.35334047895467774,0.3017859747390381,,,0.43586048110135606,0.5024987339051625,,,,
1195p,1195c,Block 2,Trial 2,0.22153686472043674,0.42456376674464613,0.21873279107109406,0.33129772395367174,0.3825539242735715,0.16854409288620023,0.24923517429259034,0.25298064983809415,0.38659566938664225,0.3929351139878465
1195p,1195c,Block 2,Trial 3,0.5034557185855932,0.4176392829260564,0.2503499474804439,0.2845369542609376,0.3378741257502196,0.20649094145605199,0.30600629934292056,0.40782903147742683,0.46959020663869666,0.2562206327134808
1195p,1195c,Block 2,Trial 4,0.27370812784500503,0.20946159558079722,0.27218811548125893,,0.34966547781268364,0.37297945950085437,0.357107032212583,,0.39802485641811963,
1195p,1195c,Block 3,Trial 1,0.46303590215716206,0.4502556986478314,0.2924413989584033,0.21458293402668674,0.39049681211570303,0.38848321288590076,0.44933974230872264,0.37445013644881475,0.4428619419447648,0.30421305354166
1195p,1195c,Block 3,Trial 2,0.32585927101017936,,0.34750747324132003,,,0.27982504255228613,0.2362357013968212,0.26360121716350166,0.32006180665924516,0.32732337390604854
1195p,1195c,Block 3,Trial 3,0.38480265484983395,0.3717391286789959,0.3336809544846012,,0.28970686984256594,,,0.276058684266265,0.3673685597236372,0.42346075695341867
1195p,1195c,Block 3,Trial 4,0.4323125385833687,0.31214554393821503,0.39808522914593286,,0.25367520176927927,0.32661213577290027,,0.26790986244643517,0.29982332602000533,0.40882324039480344
1200p,1200c,Block 1,Trial 1,0.42549990584847397,0.3078268267910384,0.21469680963366541,0.2592244596645589,0.21334433648959686,0.3738746254467284,0.4316464709977409,0.44808768144610217,0.31323088799645593,0.4764386756930839
1200p,1200c,Block 1,Trial 2,0.2050086924988998,0.47489398694815205,0.2646148966452566,0.43101263908757076,0.37112886487905633,0.3423692199384344,0.33695874518265895,0.3809929797392719,0.40509194006666466,0.25191148300627497
1200p,1200c,Block 1,Trial 3,0.33611389435367084,0.3279250744015724,0.4381742938427523,0.44518539854877004,0.5183964865606928,0.35644693131331445,0.3956023708708418,0.3277411765344975,0.3469237243791586,0.39228685677699765
1200p,1200c,Block 1,Trial 4,0.33589362665175554,0.2894531810797097,0.31459441016444395,0.34292084066952466,0.27582601520450956,0.3941021761230048,,0.39149286995696797,0.47788755433986446,0.39768990800519116
1200p,1200c,Block 2,Trial 1,0.31424648121500415,0.4249684722998166,0.46147288625186444,0.4587614768045333,0.2748022445346697,0.5087121631613322,0.35114166274236935,0.449014964804753,0.2906309926291189,0.39446891479806045
1200p,1200c,Block 2,Trial 2,0.247743649152688,0.32902979452393033,0.4149641225280773,0.4522094663179648,0.274011501428376,0.4842529480665104,0.28213669769603533,0.31772784991700986,0.31055004268700187,0.33662485837654615
1200p,1200c,Block 2,Trial 3,0.43908942513255605,0.30964087555359543,0.44108662896161727,0.31970259697052905,0.31321049977512294,0.4374973179307301,,0.32297332604390366,0.4610508981658153,0.228954051858533
1200p,1200c,Block 2,Trial 4,0.4927158190032636,0.4699812850298126,0.37813925512349345,0.39634319684641517,0.42687548171020684,0.23823648626664343,0.18022980166405528,0.26237711030683064,0.2348538032732105,0.40923496925629127
1200p,1200c,Block 3,Trial 1,0.3976316970248181,0.2785118040219555,0.3259651572143215,0.30211149841338375,0.3226093112876373,0.3501151981269892,0.2868402604237649,0.4836514604217738,0.3378849560077381,0.4015887332638027
1200p,1200c,Block 3,Trial 2,0.26444984442399483,0.26124609128130244,0.581958877128229,0.3626753216426143,0.1988236161389975,0.21545568565851314,,0.44872461423869925,,0.19599122575837094
1200p,1200c,Block 3,Trial 3,0.3132113818438073,0.39547307965712003,0.3437866652124678,0.43104282149435047,0.22397232500633094,0.584554795646822,0.4870175830492931,0.4765914117950872,0.424954169770185,0.45181136392407456
1200p,1200c,Block 3,Trial 4,0.4267137866555567,0.35062426576093014,0.3864523432487628,0.46013016188375466,0.3247488334061596,0.370648660965736,,0.21107609082389966,0.3910546375249125,0.28010485512611544
1202p,1202c,Block 1,Trial 1,0.27804569742746865,0.3520483900961724,0.2953921168795891,0.34735550290962147,0.2660749804246067,0.21347525540548135,0.4123832753975196,0.3710476461693194,0.32904481339687686,0.20932673416451758
1202p,1202c,Block 1,Trial 2,0.21304133309367354,0.46376423468391864,0.4400627970900375,0.45203800216389034,0.40834407590203625,0.27731238710557843,0.47693107425275594,0.41502716897558845,0.5403818772430219,0.3259021172926862
1202p,1202c,Block 1,Trial 3,0.44755867082331063,0.5205086059506759,0.41708355278644654,0.3567231400462755,0.3882504666384228,0.5556853660264589,0.49593407504801834,0.32462875608349556,0.26738984599363314,0.2014146916099091
1202p,1202c,Block 1,Trial 4,,,0.33140417066639083,0.27913743396066365,0.22030315002566903,0.38126713379605914,0.47434809938867584,0.3337537721743835,0.3046755221023119,0.3567145978610598
1202p,1202c,Block 2,Trial 1,0.39615099045093816,0.40041338193904574,0.4289257481096033,0.3673245493463549,0.5241883868316357,0.35866718302569944,0.4850873267372519,0.4950104681101857,0.3859684355143737,0.42947868593023936
1202p,1202c,Block 2,Trial 2,0.27996565451544825,0.41527584330826117,0.16961449109485438,0.2883584300617504,0.24880473206453643,0.4038550379883195,0.517160654927468,0.35850639006529533,0.2758622132190308,0.3127623926454738
1202p,1202c,Block 2,Trial 3,0.3336078636967314,0.2691617277994552,0.5070348629084344,0.35883245607289566,0.3881696751115742,0.34429376377661736,0.3697824741495923,0.35239092189102544,0.47214590908652654,0.3215026451405685
1202p,1202c,Block 2,Trial 4,0.23807305460726855,0.4001820116584906,0.41695141288309384,0.43908427480644346,0.33986544818111897,0.30068548279963725,0.37765431335209443,0.3244636249267061,0.3302286727390284,0.3788173014036788
1202p,1202c,Block 3,Trial 1,0.2988899453448631,0.3394285369212946,,0.45971130610852884,0.4002387046662672,0.3954229237998906,0.4053787737496633,0.466640683359995,0.21943348240617408,0.45602379924201414
1202p,1202c,Block 3,Trial 2,0.3311557552136461,0.21944448664896285,0.46327672474525095,,,0.3866134979308348,0.2712311076178627,0.3071374192764789,0.29229913747148945,0.45601977019222356
1202p,1202c,Block 3,Trial 3,,0.4356502289093129,,,,,,,0.4063708666100635,0.4620766526823028
1202p,1202c,Block 3,Trial 4,0.3642466885460216,0.4478394798947461,0.4470012628541891,0.3649039148273963,0.6242349433189874,0.3859110323446029,,0.3020785912940403,0.2974438930652443,0.304360356784224
1203p,1203c,Block 1,Trial 1,0.206529742250898,0.340462621372763,0.3356152626020325,0.428129342129753,0.3169760292734684,0.430530635540425,0.31705118472094584,0.37976142525997547,0.3463037763278969,0.34734101072636075
1203p,1203c,Block 1,Trial 2,0.285353775132843,0.5049556133156758,0.4734045219781612,0.36220523372496677,0.4246689502025705,,0.4561536046216016,,0.45385147532442605,0.21809657585487505
1203p,1203c,Block 1,Trial 3,0.38138920371340485,0.19991725095921561,0.4153518302274439,0.2499380441418945,0.3880937880267329,0.4926285769903914,0.4807794147788458,0.34857280437244786,0.3999337362252548,0.30380141400646
1203p,1203c,Block 1,Trial 4,0.2459698078491713,0.28369764291890326,0.45533924668619336,0.39040660907138225,0.352962501831368,0.25447460088178364,0.3358876202968112,0.4319212026141138,0.3302770086186491,0.3356637210365248
1203p,1203c,Block 2,Trial 1,0.3063153739550212,0.32939154180798974,0.33154159848440906,0.1794793658050726,0.19978994470380665,0.46310611779059646,0.4043919454702946,0.4352253795242252,0.30381555233855656,0.45780466094946465
1203p,1203c,Block 2,Trial 2,0.30074329327769367,0.3202241031585038,0.41515983746316437,0.40735987247693506,0.34787752087709584,0.4441241372913471,0.3757542157973185,0.35638837540179086,0.28506685042780966,0.4014498206622498
1203p,1203c,Block 2,Trial 3,0.27644694399810577,0.45506254516327554,0.4676270698880267,,0.4631619959359221,0.4210288132769708,,0.41303993662907423,0.30830619016102495,
1203p,1203c,Block 2,Trial 4,0.3949657536087033,0.39199678426751283,0.47345469678804203,0.3839769203304679,0.37950864248443883,0.4688596309583252,0.32649314101653915,0.44537377729478284,0.2433333291726917,0.25441906957421956
1203p,1203c,Block 3,Trial 1,0.38670765807734486,0.35226575259510523,0.29964127697612175,,0.31164389949178783,0.3496102585935243,0.44678852666450924,0.27349451364948085,0.29995665537359945,0.18236704638010734
1203p,1203c,Block 3,Trial 2,0.35640636424498223,0.23018211535646171,0.42208849373271423,0.23154574662748836,0.3902133831563303,0.3812879463012846,0.33617938012792214,0.3393649848796591,0.28420113728237445,0.26219546834301816
1203p,1203c,Block 3,Trial 3,0.394535453622083,0.33760911921200487,0.2759182573665259,0.29258019695241755,0.1394311898323112,0.34852578594220435,0.28397357812935253,0.4378636356070928,0.5023758525381168,0.29833379843825064
1203p,1203c,Block 3,Trial 4,0.4092456399387159,0.28912278032599137,0.3190062736567382,0.2907331098039775,0.3549038401453244,0.2534479999986472,0.24839471642755745,0.3189681590136464,0.11913038994867653,0.3566217453238618
1204p,1204c,Block 1,Trial 1,0.3870361159644431,0.26672263282696174,0.3636166711942074,0.42967227704403027,0.3878474332268176,0.35385272508658466,0.2366308789064242,0.3543702361732887,0.441269402545752,0.31534487928346927
1204p,1204c,Block 1,Trial 2,0.3337761545298034,0.31642459261899064,0.23579885703389153,,0.348037897345356,0.2690070954653692,0.2893523608400518,0.40157921991121365,0.2910704815180018,0.41185469556698423
1204p,1204c,Block 1,Trial 3,0.330888988797836,0.4263021739002548,0.22583998050007906,0.2306934894198709,0.27660913435879514,0.29256752186599055,0.23134888509743712,0.20130167389677925,0.35119411490748714,0.4010282404814
1204p,1204c,Block 1,Trial 4,,0.3229661252498897,0.2694182074186484,0.3382693008960608,0.4509089517124435,0.289131801107686,0.34303113249750605,0.3954579280246956,0.40706016446625276,0.2295066611101467
1204p,1204c,Block 2,Trial 1,0.35434789416706297,0.29802880047061164,0.29737947504746,0.44373276150365215,0.29382388248425717,0.22726995176581513,0.20526178785465726,0.45521560794893223,0.32196209029312417,0.37260902088926157
1204p,1204c,Block 2,Trial 2,0.44672776677744924,0.4349057767689459,0.44452507378234163,0.5086683980719611,,0.4676810282077687,0.3707269273431081,0.444788819889317,0.3947913830367979,0.36409692075842476
1204p,1204c,Block 2,Trial 3,0.37573527718787025,0.44829829574144187,0.373273874190616,0.3003976026802439,0.3744190962824354,0.30352443999436546,0.39277523265798203,0.41017049338070316,0.3543269824688278,0.27438599012923703
1204p,1204c,Block 2,Trial 4,0.41165473294022237,0.4094632008482107,0.2603926342022381,0.3488711369449672,0.34172745963600637,0.2720780233222914,0.35720155826586186,0.38393490566669247,0.31676551817837956,0.3465902542337239
1204p,1204c,Block 3,Trial 1,0.4572696250698817,0.37170748435603795,0.30756989537758583,0.3271555037823479,0.40698243952204066,,0.22464625228427548,0.22285574856719903,0.3879879742612874,0.31762759434620935
1204p,1204c,Block 3,Trial 2,0.2768723923760905,0.3409337621328707,0.36683001436397084,0.45633209374834827,,0.4066333542476486,0.4641100489735513,0.42587172540446644,0.44142399471615024,0.33815482885294385
1204p,1204c,Block 3,Trial 3,0.31030011044182426,0.39844681832167844,0.33103263258361554,0.290287984923751,0.27639849012883905,,,0.315840846711099,0.29856937212861495,0.32547465593749914
1204p,1204c,Block 3,Trial 4,0.32251478718827814,0.36827673590344134,0.4691192017298751,,0.35961108952576903,0.3671114815106346,0.38365183045328166,0.425654208711381,0.43097478709264486,0.18598126809200874
1205p,1205c,Block 1,Trial 1,0.19897288293746748,0.2224370668005805,0.2569128398510982,,0.4017307403436269,,,0.3968843588372286,,
1205p,1205c,Block 1,Trial 2,0.37984955820598926,0.4041864064308495,,,0.2570710682029358,0.23203050086806062,0.2617013927007342,,0.2868901380436634,0.387437262631443
1205p,1205c,Block 1,Trial 3,0.38970743070778563,0.32110799313943267,0.36067073557709645,0.522128030377937,0.5090524380259623,0.3497451128375937,,0.35304748012834414,0.3419875023522836,0.42092585107300673
1205p,1205c,Block 1,Trial 4,0.45610332876250137,0.19480023696549167,0.3190569644607001,,0.2410098104397386,0.4589881341467412,0.5364886466688726,0.30401087501875595,0.3227154439410567,0.2886420328303124
1205p,1205c,Block 2,Trial 1,0.5604752823988681,0.24377614936308964,0.41626991740960334,,0.4463743992424279,0.45164343584300365,0.3657820481899611,0.5054583332594187,0.2724774999852229,0.33387894010883873
1205p,1205c,Block 2,Trial 2,0.3371145554830176,0.3916370791295557,0.32786799154150215,0.4450766662021147,0.41971844718567547,0.2895502346724649,0.3237254980302993,0.3979973120032801,0.3184005445318321,0.3154350417669013
1205p,1205c,Block 2,Trial 3,0.329482515414644,0.30790677808510264,0.41370151726898935,0.38450279193587156,0.39055010270551804,0.37993505893623003,0.3462756525173761,0.3611636329674251,0.34673311356619263,0.2641231972889013
1205p,1205c,Block 2,Trial 4,0.3565575889229965,0.25919886654574575,0.35125510739073856,0.4036634131303288,0.22840179583161904,0.36520925477796956,0.3617498074227057,0.3773500453813968,0.44407883074039656,0.4424920765998766
1205p,1205c,Block 3,Trial 1,0.3040541242790448,0.2278957119311684,0.2889295612732957,0.32597072287118734,0.4153101899098771,0.39239928431304166,0.3644884748299032,0.3816701715969284,0.36767617259252605,0.27288225346745126
1205p,1205c,Block 3,Trial 2,,0.3697779972233888,0.41392729246589915,0.3642125973059521,0.40285835850556834,0.4287015451407111,0.33492027586113204,0.34932145250849045,0.45987921757413613,0.328466636748223
1205p,1205c,Block 3,Trial 3,0.37524953363947433,0.2802781247652806,0.42610136497356826,0.2608253217659208,0.22860750447541764,0.3771877512699782,0.217256951604666,0.2175002422543635,0.3868985454248994,0.36736477137117146
1205p,1205c,Block 3,Trial 4,0.3155490735125702,0.3912142293862223,0.2775842566949391,0.34198045597986043,0.28402303127787953,0.4658163474194068,0.2097525936727759,0.3718239300727599,0.3632453975260033,0.38748639580505156
1207p,1207c,Block 1,Trial 1,0.38360075756656425,0.3123411496560397,0.4844266316688546,,0.3960195694339355,0.4088681923896076,0.3545631732819044,0.39106218760873973,0.3589778647233676,0.2866662382844476
1207p,1207c,Block 1,Trial 2,0.184760124254698,0.2567357267530003,0.2732578735482761,,0.45683045035382724,0.28576948124159574,0.25879623192979084,0.28595559187361397,0.22428083696515777,0.34809136821480247
1207p,1207c,Block 1,Trial 3,0.21304813815033746,0.3617121575108959,0.31975630325008114,,,0.3066684948771003,,0.42389051536876976,0.37619007762036716,0.3761915986145684
1207p,1207c,Block 1,Trial 4,0.1624338240121011,0.27304279087948985,0.19190209862388635,0.38482398555093245,,0.17381658107075185,0.38227900248692515,0.3565717595369304,0.23291036530962575,0.5244857467035265
1207p,1207c,Block 2,Trial 1,0.3447021361490748,0.40860727786970513,0.3716443620487609,0.3191909029322558,0.4377311470795637,0.42614125212871173,0.4136065759672661,0.3489562455073299,0.4555344454152573,0.49046440610311737
1207p,1207c,Block 2,Trial 2,0.4030598804748231,,0.37094265519635833,0.423946969774729,0.40033279322567916,0.28683671951371004,0.2855956778085935,0.2534032078968308,,
1207p,1207c,Block 2,Trial 3,0.4267091647995008,0.42056907072341054,0.36621773199742963,,,0.32981126233406943,,,0.502622525629275,0.45912876623051574
1207p,1207c,Block 2,Trial 4,0.3103241267227295,0.2478738610151081,0.377870279661583,,,0.4001794900196649,0.4416878732922751,0.400207885396995,0.38303756946725287,0.366405753560525
1207p,1207c,Block 3,Trial 1,0.2231584849844188,,0.39674699430511295,,0.3171552573838928,0.33857281629905617,0.472820606029606,,0.38758730624427634,
1207p,1207c,Block 3,Trial 2,0.2291484508615896,0.3391438760387133,0.32047302757184254,0.30016350505797684,0.26976639891397425,0.4702446909381154,0.5107900155022777,0.5524066981013286,0.38704535149379293,
1207p,1207c,Block 3,Trial 3,0.39293126809981366,0.2612543836626524,0.2820859817033312,,0.28652982533237614,0.3302259751735775,0.48013325202421375,0.30120957723047054,0.34695831935960464,
1207p,1207c,Block 3,Trial 4,0.22823701408020552,0.3283825950323195,0.34953171425548324,0.28353598958875564,0.21655028995300366,0.3354608009041943,0.3899602845686971,0.2838181287165431,0.3635050781447462,0.4109936530223071
1209p,1209c,Block 1,Trial 1,0.3594928718118434,0.4018122475737614,0.3307224265532917,,0.3713849353197869,0.27885259899268866,0.35755129369919436,0.47913467378148017,0.2581424669230044,0.26733982247184856
1209p,1209c,Block 1,Trial 2,0.37447652785719454,0.3768297957514851,0.34153306928714616,,0.32492493386867993,0.4657206639038298,0.3960518939847365,0.3929199708241458,0.4308090702394817,0.39678415151279944
1209p,1209c,Block 1,Trial 3,,0.40100969899791106,0.34466731039315496,0.31685071703682816,0.45114753170990846,,0.41146952382057533,0.28853894761443416,0.4792461126152636,0.3967614891721523
1209p,1209c,Block 1,Trial 4,0.5437261842374552,0.404044328997701,0.44951842215812865,0.17053299092991162,0.237195061419151,0.350832497146148,0.3717720784280139,0.2549935025003827,0.4757402408573211,0.333487669961187
1209p,1209c,Block 2,Trial 1,0.2778216842955227,,0.37886215816237856,0.4466863574119737,0.23966824514297386,0.31046408520519353,0.3676964463257944,0.3468052032617445,0.4759467332564958,0.37084650283455967
1209p,1209c,Block 2,Trial 2,0.4074050371600441,,0.4471087054168314,,,,0.24492689341582755,0.24287887457159585,0.2736345972284253,0.4339175733303903
1209p,1209c,Block 2,Trial 3,0.4493424390860605,0.27037107500074187,0.33621156270382013,0.36477952211421827,0.3332776066422266,0.36129258067126013,0.4176267047036672,0.340781345178167,0.38218118286443326,0.3090854450971402
1209p,1209c,Block 2,Trial 4,,,,,0.3465042659012826,0.18288918648286842,,0.22448699151370669,0.4351944649650084,
1209p,1209c,Block 3,Trial 1,0.27008364787410866,0.22998968894664915,0.3177893727596891,0.309190485850362,0.28539446521986517,0.2881033503492725,0.3652597883450041,0.30543446711576766,0.3204598524747221,0.32311485179315946
1211p,1211c,Block 1,Trial 1,0.3225569326585129,0.30658030230200134,0.3184337067010356,0.28635727569676933,0.24555183802559763,0.2772241826078533,0.34227137557172066,0.26589712789600733,0.4358807134652224,0.5079647226509454
1211p,1211c,Block 1,Trial 2,0.2668540131347431,0.20260068950856275,0.21376656469288893,0.2566995483176517,0.3354868238219445,0.3776453736924798,,0.4685616435946398,0.40999292681869803,0.4950841468698213
1211p,1211c,Block 1,Trial 3,0.34291944647057593,0.39844612890772096,0.4320951873049898,0.5202559304170541,0.4785427580247958,0.3972770928893104,0.26130738496176054,0.3639002165357512,0.3103810574981138,0.3747269327296698
1211p,1211c,Block 1,Trial 4,,,0.36755999624124996,0.34622057749902363,0.4955216264943348,0.26674964502502796,,0.3396517976910196,0.3213653596991493,
1211p,1211c,Block 2,Trial 1,,0.28040879800378427,0.4037977003469658,0.4053866867992571,0.517707017272366,0.3218122713968637,0.3753258728297822,0.19360765673000174,0.25952327544069675,0.3514218994517615
