Parent,Child,Block,Trial,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1126p,1126c,Block 1,Trial 1,0.39683518324396483,0.41217146423792195,0.36208203629195806,0.4580042414206339,0.3413689585052775,0.3236275208805051,0.329426743986747,0.2608443920478289,0.38048888806943,0.37473534499848415
1126p,1126c,Block 1,Trial 2,0.2709653096409339,0.19905594658402326,0.3793850994898407,,0.48573205664850094,0.34455325086877636,0.3536953923636395,0.45118151221179603,0.26033505467187984,0.4866850650335467
1126p,1126c,Block 1,Trial 3,0.25010257787780243,0.28762515163614905,0.30732209483809086,0.41749702773893954,0.33698690341011617,0.44699490416109167,0.39242311938487073,0.2694204504925415,0.4213303305043526,0.4634914688611945
1126p,1126c,Block 1,Trial 4,0.38456778771326416,0.49024858598593024,0.35127895087202166,0.3974004777338923,0.3888844244588536,0.45284716505586237,0.3672177937431753,0.3015587794015187,0.2548474235511922,0.32032292515282157
1126p,1126c,Block 2,Trial 1,0.3278885093393852,0.2861003976856627,0.3665427298032081,0.43742531634728965,0.30897502167450314,0.2451593542971945,0.28662680191115913,0.3503758656514052,0.2861357425450938,0.26504851586959177
1126p,1126c,Block 2,Trial 2,0.373269063576926,0.4276661915952053,0.3865956304524963,0.39331558855801324,0.24108921996294588,0.39644352461026183,0.3459007871321208,0.28175619434295357,0.5896563319253104,0.42069371896171537
1126p,1126c,Block 2,Trial 3,0.45264818777557336,0.4974857432601141,0.3396878235668336,0.288515371772204,0.4271174034821116,0.36230646051505094,0.4600133877782454,0.5090945680392653,0.19981364795162382,0.3272120775230768
1126p,1126c,Block 2,Trial 4,0.2957971375445388,0.322970376462431,0.349208193974609,0.45920014100157264,0.48591411803083906,0.31557848898124685,0.31989269577262663,0.32985294471485277,0.3311932046916377,0.390898877744284
1126p,1126c,Block 3,Trial 1,0.2567857504610684,0.2962601000846729,0.3068992125519591,0.25081349126657854,0.30259217734138266,0.31826370359473155,0.25427553921692087,0.42168542309874346,0.4539196871047668,0.2875860034724453
1126p,1126c,Block 3,Trial 2,0.24065506493878622,0.3925880086414578,0.2800960509165778,0.3564684678723871,0.2887342010068917,0.27719899379364205,0.38077219856377637,0.28509165691152294,0.2951666397678106,0.22892266242240505
1126p,1126c,Block 3,Trial 3,0.33625086285902106,0.43176209652091213,0.44099806963187227,0.23004962811395338,0.2559595840072659,0.21124395492604117,0.3924114968386378,0.2647863333503602,0.34947832824447933,0.24126466966831533
1126p,1126c,Block 3,Trial 4,0.4292303035721893,0.4287312053237065,0.36097798941047543,0.29842076975950527,0.4662625964631431,0.32976237988186924,0.40854710920936516,0.38085378366159073,0.3252256140079872,0.326776428273547
1127p,1127c,Block 1,Trial 1,0.4437812782991338,0.3792620160509229,0.37815873780582837,,0.3887876472482421,0.28786549833955427,0.3180172738711529,0.2320463527204943,0.19200751938489738,0.38907079521148435
1127p,1127c,Block 1,Trial 2,0.3619954938044454,0.46719797964826004,0.41216243695144694,,,0.413706111628866,,0.26484445270426843,0.2786778842401967,0.15311011551997533
1127p,1127c,Block 1,Trial 3,0.35841237559881023,0.454609082659808,0.3965338288213893,0.4992023127889381,,0.4469378045956218,,0.23129742224971683,0.4237819095864071,0.47026359652948085
1127p,1127c,Block 1,Trial 4,0.3935547747624515,,0.3733377883335728,0.34953566315428886,,,0.2826801591586015,0.3448493437406452,0.3440969323650221,0.3492841033490216
1127p,1127c,Block 2,Trial 1,0.22941932900389186,0.34649101686324646,,,,0.3272657661837978,,0.38811499226598906,0.36843201364970113,0.2890111695611294
1127p,1127c,Block 2,Trial 2,0.28246469265007823,0.2732739186036048,0.2139203976108044,,,0.3534186168421635,0.33550563635636904,0.2674384792436832,0.46239954216163687,0.43150851237594207
1127p,1127c,Block 2,Trial 3,0.33805142697260976,0.27530706182443443,,,0.3049657315843092,0.2207365232905903,0.3862287798989823,0.5508215243095782,0.26707474361333416,0.27371381835583963
1127p,1127c,Block 2,Trial 4,0.23759568316835197,,0.27656381927761786,0.4055505411795359,0.4760191097270148,0.24853976328959984,0.4091250459478473,0.33050899566367764,0.392445529383474,0.3460423245791821
1127p,1127c,Block 3,Trial 1,0.2481328041478173,0.30709365365957736,0.3277037296585597,,0.29080066571436514,0.3118226222153922,0.3011985341466392,0.4025400415165012,0.368079396738964,0.48037433637666765
1127p,1127c,Block 3,Trial 2,0.28459635497388347,0.3842713947139102,0.36317099764309846,0.44638712256733204,0.481405821774675,0.2311009869981921,0.49825453709224055,0.4626280044751362,0.3134407698345154,0.3492084378102988
1127p,1127c,Block 3,Trial 3,0.24219067763798072,0.3395117974990926,0.23171517887239132,0.25689113844684325,0.29842837178704856,0.24306001836301655,0.41218151545953385,0.2200416484409706,0.4421554213434321,0.4189160806148317
1127p,1127c,Block 3,Trial 4,0.24735153075860047,0.27243840896099497,0.3535504726254105,0.34239724183570447,0.3561480658829841,0.502255986434349,0.4799679299227055,0.32772688116014426,,0.27514645572780344
1129p,1129c,Block 1,Trial 1,0.28063281872419465,,0.3775566430050487,0.309342586379767,0.3497075542904111,0.2680252418532217,0.2686403552042475,0.4525813739757868,0.4548095933726925,0.26844238409087917
1129p,1129c,Block 1,Trial 2,0.21961285629215685,0.18201276116491397,0.19436611577331142,0.33458495991665754,0.33981125289690184,0.3601826176384813,0.3263584931322321,0.37423308125686977,0.48029857041461016,0.2936266978811365
1129p,1129c,Block 1,Trial 3,0.3838585520704103,0.4014575070893706,0.39239406014688455,0.30551990375758764,0.2151376143009393,0.38753885354634615,0.457561779539562,0.4390943372394318,0.244567993504038,0.34224769264151017
1129p,1129c,Block 1,Trial 4,0.32009565338913765,0.3015296688207215,0.3723988549380621,0.41841236613586863,0.30755204933988034,,0.454154742397465,,0.4749062540590719,0.36432167674023064
1129p,1129c,Block 2,Trial 1,0.4522852472426653,0.28527237632274555,0.3579522715246425,0.1763649475232279,0.2623584894432612,0.36002088706255797,0.35694588054330456,0.30520031572410855,0.1762487542761432,0.3078956881354347
1129p,1129c,Block 2,Trial 2,0.4746395098759456,,0.3634020369781935,0.32128228950358284,0.2793555402529365,0.4249944361080584,,0.3996107520264954,0.22576361355915403,0.17111118171328862
1129p,1129c,Block 2,Trial 3,0.37024921585126286,0.4676040693799519,0.263266945779816,0.43908797701395963,0.46675552874657644,0.5202102553915553,0.41530163499595263,0.37638496074342265,,0.2097476248003149
1129p,1129c,Block 2,Trial 4,0.3232259932492687,0.5090390643770317,0.25021719468561476,0.4721284348623819,0.32689334984881263,0.3103552034892275,,0.40496785888326076,0.5241173224705827,0.4804869513970866
1129p,1129c,Block 3,Trial 1,0.4638346971954492,,0.28137102224758054,0.40384620963265505,0.36663317387774247,0.3878629258754738,0.2815412291319463,0.15769217462685903,0.2664729993274142,0.3188025555240243
1129p,1129c,Block 3,Trial 2,0.434477163974262,0.2630168897052311,0.24342764573202338,0.4429855947827709,0.39675279353842086,0.3971423953175483,,,0.5286581138135646,
1129p,1129c,Block 3,Trial 3,0.3529822080607851,0.2725700574619266,0.3391336613379017,0.3487937658975316,0.27560028888964366,0.43217908362665036,0.2727169222560344,,0.3153434766346684,0.4359074564426039
1129p,1129c,Block 3,Trial 4,0.20307802668746802,0.404401189983022,0.42977356006204603,0.28993979073156245,0.3381455563124812,0.42248589659017843,,0.3154095543365229,0.32428187806696246,0.407559809498617
1131p,1131c,Block 1,Trial 1,0.38170702859696815,0.35417097982275286,0.28312906263961407,0.43549477668512726,0.31442206291193164,0.33353982570480023,0.3902561790203575,0.18262268185008818,0.4476190059744423,0.388183744861802
1131p,1131c,Block 1,Trial 2,0.20200895080592093,0.4332757102704975,0.3677779694582118,0.2976423680125153,0.4142864103503497,0.28738442296581157,0.3838059017944478,0.2157085496155225,0.32005586414202847,0.3343024060680293
1131p,1131c,Block 1,Trial 3,0.3089412441853135,0.4283509181508664,0.3015340646072261,0.3202666286584087,0.2989609802281427,0.34082352062832266,0.27289168764715294,0.3511823844011563,0.46363807837358895,0.23976666763235274
1131p,1131c,Block 1,Trial 4,0.2682456504582747,0.1985328812575771,0.26994296155204744,0.2929460665659726,0.4843277156009274,0.23799527098563544,0.5170513406556045,0.3523441302098108,0.25245408440999895,0.383180662305014
1131p,1131c,Block 2,Trial 1,0.5302007687771926,0.2448691467411147,0.27547945803987867,0.26515121394688934,0.38194356367737203,0.28008607124322366,0.5462812357853575,0.29803280013199657,0.35609674322828605,0.2534402190714717
1131p,1131c,Block 2,Trial 2,0.2598518517532237,0.22660602845826744,0.3716378780291177,0.27796807418804304,0.35910755289272706,0.4308260978780825,0.3035932240718439,0.34204696741477036,0.16635286949306058,0.3629616551675587
1131p,1131c,Block 2,Trial 3,0.3180886946982429,0.36234972974585544,0.267634844972314,0.27127188572119154,0.438333821433414,0.430879058249915,0.20087016764731264,0.2832905075034644,0.24470770922874283,0.28708297606600947
1131p,1131c,Block 2,Trial 4,0.4077196259680061,0.4000809777803642,0.569630308878354,0.4220599671412614,0.5226346966620209,0.289264773127992,0.43517953353522654,0.3088442724074092,0.36050576884640034,0.39876611244730326
1131p,1131c,Block 3,Trial 1,0.21811207965151472,0.2511908166866464,0.319857139621242,0.4398430823389951,0.3838454647808085,0.38636099041680666,0.36413037491770706,0.2573079944722145,0.2766651650248838,0.3761438927010576
1131p,1131c,Block 3,Trial 2,0.3446172025398229,0.41391119293545015,0.4465193731250509,0.4879029446372392,0.4258884138218173,0.35064977983346407,0.2784414343401483,0.29509770288176135,0.2974791939817166,0.4727230849613318
1131p,1131c,Block 3,Trial 3,0.2867124302624702,0.40214976288759774,0.23191092244620948,0.2586534479642554,0.26951362004083307,0.3631947411988667,0.37976161710924733,0.40562425902331506,0.41789383238886463,0.43390567503533684
1131p,1131c,Block 3,Trial 4,0.40384369812557813,0.3323106304983126,0.3590175508952143,0.40712067680044733,0.19766421272976833,0.3488965742464941,0.23333932236040972,0.4938784790981769,0.31574151716727417,0.259176648446939
1133p,1133c,Block 1,Trial 1,0.263594844274018,0.44038808984784306,0.28678842924110615,,,0.2218090830005454,,,0.24615780645341592,0.34708654006468675
1133p,1133c,Block 1,Trial 2,0.25238290912739786,0.36836879432626746,,,0.42843369175810825,0.32909587982418514,0.3968807984037551,0.24925371882910946,0.26325234061063596,0.2833933512438312
1133p,1133c,Block 1,Trial 3,0.2875408669642758,0.3373540553442299,0.30745392860651466,,0.32900609611323023,0.32100999605912806,0.36191868108440256,0.3856717156090581,0.3849571396827659,0.3025219828901149
1133p,1133c,Block 1,Trial 4,0.36869045636454684,0.34287731623668904,0.2917313704436126,,0.3742409855216075,0.4759274039875818,0.46025876704712254,0.3984510884639629,0.4231869321352587,0.29016935158175505
1133p,1133c,Block 2,Trial 1,0.3346830413690209,0.3406645610256143,,,,0.4566023362653752,,0.2350201917486562,0.3994296457859592,0.5325206179775056
1133p,1133c,Block 2,Trial 2,0.3657699162456669,,0.43587731715827294,0.49076403096931565,0.3612223298272506,,,,,
1133p,1133c,Block 2,Trial 3,0.265273628051446,,,,,,,,,
1133p,1133c,Block 2,Trial 4,0.37710576245224914,0.4073651577892283,,,,0.3470547118013804,,0.32572257526384807,0.3196932738469345,0.4490131616068988
1133p,1133c,Block 3,Trial 1,0.345567513396061,,,,,0.3707386537685931,,,0.3146935819252818,0.39111468584326764
1133p,1133c,Block 3,Trial 2,0.46511039300289986,,,,,0.2955428914501351,0.2701811469858595,0.3184929283531025,0.33704738317160465,0.1811739731641255
1133p,1133c,Block 3,Trial 3,0.31746569783656065,0.2963358365258109,0.30065867779029526,,0.2508723620172257,0.3656769631991292,0.2546797680419043,0.4003068584610125,,0.359274451461664
1133p,1133c,Block 3,Trial 4,0.31326001156487027,0.3499631102036169,0.4379882050795794,,,0.28084344199990735,,0.3542486019778219,0.35223171225645855,0.21749774070600272
1134p,1134c,Block 1,Trial 1,0.3830783366587631,0.41332454982117117,0.27667806507623827,0.29859635472320284,0.40918101026155995,0.15897332193004318,0.22047059097412822,0.3162579937398905,0.46634535147903133,0.27911244769589505
1134p,1134c,Block 1,Trial 2,0.3415278632514164,0.2687784058241465,,,,,,,0.4666048606132218,0.46843803851318727
1134p,1134c,Block 1,Trial 3,0.25681336298073126,0.20162649368129576,0.20256655709923463,0.2744422371108,0.3274622418205309,0.4349935593997333,,0.26727631581749584,0.29724466952304995,0.2176496040465814
1134p,1134c,Block 1,Trial 4,0.37357214280634615,0.4867403649626521,0.3946603368552441,0.3989916353728057,0.309415989765876,0.34778140607666486,0.35055279135791445,0.28439625689242964,0.2845004221297919,0.23048547327392674
1134p,1134c,Block 2,Trial 1,0.40164311515034057,0.20924731792550924,0.3951503898235724,0.4126981304158916,0.4770678298196472,0.4234191662935501,0.3992914577027245,0.22461148097155487,0.4722384619410367,
1134p,1134c,Block 2,Trial 2,0.5192047174237392,0.557547569010656,0.4112834717535774,0.35867199829521307,,0.41710583543514057,0.47472897527628966,,0.4982444505354178,0.49226754136467
1134p,1134c,Block 2,Trial 3,0.41135907341776407,0.41064660354236215,0.34003044567538004,0.4310925758210896,,,,0.19960514414273448,0.3024602996533129,0.31440569095349785
1134p,1134c,Block 2,Trial 4,,,0.32304391862806175,0.30745582844171976,0.34833388584403363,0.1600636000086195,0.3023108077707944,0.5442357460026943,,0.4750559994118405
1134p,1134c,Block 3,Trial 1,0.2905626218358744,0.38199969190517336,0.3552811735139527,0.2729111965529205,0.24611370854673933,0.3188445012182667,0.23982790142147842,0.3443832065116757,0.3590125056710812,0.2657645631304983
1134p,1134c,Block 3,Trial 2,,0.35593839293525836,0.4432561291584428,0.3517948928752078,0.3417939846869365,0.3610945128617742,0.5167108665377965,0.39868282229297475,0.22903134146667758,0.2848066251731828
1134p,1134c,Block 3,Trial 3,0.39423495659321756,0.3356262580602751,0.36799021741438687,0.2502030031929792,,,0.28976317931600365,0.21952931046647337,0.38518300721026094,0.25240291014850047
1134p,1134c,Block 3,Trial 4,0.3702857528318574,,0.415243953733694,0.2876983072524554,0.27344936889669663,,,0.3625057352943026,0.4145390205093386,
1137p,1137c,Block 1,Trial 1,0.35443826440176923,0.3584566542694418,0.312487381294395,0.4453922873591295,0.3027895193489683,0.28953203080394224,0.38741178652168046,0.31740152692049994,0.30915494233569585,0.3336114498803868
1137p,1137c,Block 1,Trial 2,0.2635147893178482,0.35844618999147587,0.3036198124994652,0.3333873772837797,0.23516531425476156,0.29999765108135046,,0.31165184669302126,0.32891158853562347,0.2933286209461778
1137p,1137c,Block 1,Trial 3,0.3872148117144969,0.42077452833722423,,0.30356001878147576,,0.36290514371223603,0.39271498706476193,0.36505425888666365,0.3735500630078139,0.5262237194595619
1137p,1137c,Block 1,Trial 4,,0.2531614330759904,,0.5383041749198784,0.3884533988350566,0.2549047427346908,0.43668534923130503,0.31209469525489997,0.41931349920039157,0.3841438927833801
1137p,1137c,Block 2,Trial 1,0.26906055197899326,0.393635805695086,0.4550056971153734,0.39081872646876276,0.2464984291498196,0.3253987460750405,0.2874260655962425,0.3089586518789524,0.5520472532150661,0.3112757795804964
1137p,1137c,Block 2,Trial 2,0.25596071773347934,0.19019289190592126,0.2476870735355616,0.33604804606976973,0.42660009561360357,0.39191335660096316,0.21351735491424062,0.34787196703142703,0.3103277290608812,0.36505066722943125
1137p,1137c,Block 2,Trial 3,0.3578844268540632,0.3857512796588437,0.36695222714406545,0.42414422602426816,0.32104003415726995,0.2904976691521055,0.3373349668909525,0.6034313905474276,0.3330799077265836,0.3122667017097762
1137p,1137c,Block 2,Trial 4,0.44181432292670486,0.399809777247101,0.37258320182576743,0.44951220340941916,0.5540769203854992,0.38568057011015977,0.34053999689737396,0.3387732660479063,0.37618890420941475,0.41367641771342306
1137p,1137c,Block 3,Trial 1,0.3381567542723057,0.21199362549030032,0.4775545956892702,0.34771583848933035,0.29325043374682175,0.17136120125896084,0.38320276962413286,0.3815039837225345,0.47118420219447604,0.33042842374910936
1137p,1137c,Block 3,Trial 2,0.39824375447290167,0.2808511865679948,0.3833206149739479,0.3631938818610987,0.3266221357585512,0.3538215897129031,0.21078401291362622,0.4600729650938917,0.3955996158319712,0.2757097449806777
1137p,1137c,Block 3,Trial 3,0.33263159615682847,0.4454517111263236,0.3601740384369573,0.3221410713611059,0.33719227666223595,0.2508884215772094,0.45260511068742426,0.38115878962801936,0.35239302062585176,0.2847370427032437
1137p,1137c,Block 3,Trial 4,0.31112531118540127,0.32646915902520773,0.2847515344971642,0.26212910452394667,0.3489459909542342,0.41178979100929847,0.29412682219895936,0.2636975192010572,0.38059513583796495,0.39951833498157024
1138p,1138c,Block 1,Trial 1,0.3423009310354386,0.22537244565998593,0.3516526085854037,0.44059041072165844,0.3845271099982129,0.45449516598714507,0.2994266428179425,0.3743526644076892,0.40026312835201044,0.4626858316683231
1138p,1138c,Block 1,Trial 2,0.36374164105108386,0.5362981691104842,0.2727870899188398,0.4173978333777761,,0.33344859048116837,0.45454182907851226,0.3635299321649102,0.31690413598620826,0.24887350101075453
1138p,1138c,Block 1,Trial 3,0.22211614688104303,0.18247861493308984,0.2542246541772024,0.4361546164534025,0.3834277029985095,0.22040624919952465,0.24313492721526522,0.297827355961933,0.48708981612723923,0.3180074550903369
